,accuracy,length,loss,epoch
0,0.0859375,14,2.3081977367401123,0
1,0.1171875,14,2.293708324432373,10
2,0.078125,14,2.298011302947998,20
3,0.09375,14,2.3152663707733154,30
4,0.0703125,14,2.293501615524292,40
5,0.0859375,14,2.3035125732421875,50
6,0.0546875,14,2.3048062324523926,60
7,0.09375,14,2.3059165477752686,70
8,0.109375,14,2.305187702178955,80
9,0.1328125,14,2.3039214611053467,90
10,0.1171875,14,2.309072494506836,100
11,0.0859375,14,2.3047826290130615,110
12,0.09375,14,2.3056085109710693,120
13,0.078125,14,2.3102080821990967,130
14,0.09375,14,2.3048319816589355,140
15,0.1171875,14,2.302964687347412,150
16,0.0546875,14,2.3054087162017822,160
17,0.09375,14,2.300882577896118,170
18,0.1015625,14,2.301179885864258,180
19,0.1328125,14,2.3019814491271973,190
20,0.140625,14,2.2981081008911133,200
21,0.09375,14,2.3080286979675293,210
22,0.1015625,14,2.305443048477173,220
23,0.1015625,14,2.3058583736419678,230
24,0.15625,14,2.298440933227539,240
25,0.1171875,14,2.3028454780578613,250
26,0.0859375,14,2.308173179626465,260
27,0.1015625,14,2.3023581504821777,270
28,0.0703125,14,2.30352783203125,280
29,0.1015625,14,2.3052961826324463,290
30,0.09375,14,2.303190231323242,300
31,0.109375,14,2.30004620552063,310
32,0.15625,14,2.301870107650757,320
33,0.125,14,2.300410509109497,330
34,0.0859375,14,2.3010082244873047,340
35,0.0859375,14,2.3042969703674316,350
36,0.09375,14,2.300934314727783,360
37,0.1171875,14,2.3076086044311523,370
38,0.1171875,14,2.300853729248047,380
39,0.140625,14,2.300917148590088,390
40,0.109375,14,2.301532506942749,400
41,0.140625,14,2.297208070755005,410
42,0.078125,14,2.311774969100952,420
43,0.109375,14,2.299489736557007,430
44,0.09375,14,2.3054046630859375,440
45,0.09375,14,2.3013644218444824,450
46,0.1171875,14,2.3019943237304688,460
47,0.0703125,14,2.3026278018951416,470
48,0.1015625,14,2.305036783218384,480
49,0.1328125,14,2.304110527038574,490
50,0.109375,14,2.3032279014587402,500
51,0.0859375,14,2.307248830795288,510
52,0.1015625,14,2.301874876022339,520
53,0.1015625,14,2.299899101257324,530
54,0.0703125,14,2.3062586784362793,540
55,0.078125,14,2.302196741104126,550
56,0.0625,14,2.3067076206207275,560
57,0.0859375,14,2.30495548248291,570
58,0.1171875,14,2.3022074699401855,580
59,0.125,14,2.3044497966766357,590
60,0.0859375,14,2.304222822189331,600
61,0.140625,14,2.299691677093506,610
62,0.0859375,14,2.3027820587158203,620
63,0.078125,14,2.307408571243286,630
64,0.1171875,14,2.298431396484375,640
65,0.1328125,14,2.29986834526062,650
66,0.0625,14,2.306382179260254,660
67,0.078125,14,2.3038101196289062,670
68,0.1015625,14,2.3036043643951416,680
69,0.1015625,14,2.302236795425415,690
70,0.1015625,14,2.3042266368865967,700
71,0.1640625,14,2.2984836101531982,710
72,0.0625,14,2.3052525520324707,720
73,0.078125,14,2.3053269386291504,730
74,0.0859375,14,2.307154893875122,740
