,accuracy,length,loss,epoch
0,0.1484375,9,16.954618453979492,0
1,0.1015625,9,15.573090553283691,10
2,0.1015625,9,14.940454483032227,20
3,0.0859375,9,12.565217018127441,30
4,0.0546875,9,15.013970375061035,40
5,0.0859375,9,13.469036102294922,50
6,0.0859375,9,13.718932151794434,60
7,0.1015625,9,12.716137886047363,70
8,0.125,9,12.575651168823242,80
9,0.1015625,9,12.41704273223877,90
10,0.09375,9,13.295912742614746,100
11,0.1640625,9,11.739121437072754,110
12,0.1171875,9,12.329967498779297,120
13,0.1171875,9,11.72891902923584,130
14,0.09375,9,12.162782669067383,140
15,0.1328125,9,12.149271965026855,150
16,0.1328125,9,12.486024856567383,160
17,0.1328125,9,10.604434967041016,170
18,0.125,9,10.843856811523438,180
19,0.1640625,9,10.58372688293457,190
20,0.125,9,10.715493202209473,200
21,0.125,9,11.883295059204102,210
22,0.140625,9,10.940672874450684,220
23,0.0546875,9,12.878556251525879,230
24,0.09375,9,10.905427932739258,240
25,0.1796875,9,9.711838722229004,250
26,0.125,9,10.656712532043457,260
27,0.1171875,9,11.262706756591797,270
28,0.1484375,9,10.202037811279297,280
29,0.1640625,9,10.291644096374512,290
30,0.078125,9,10.571395874023438,300
31,0.0703125,9,10.970121383666992,310
32,0.1328125,9,8.836956977844238,320
33,0.1328125,9,9.42780876159668,330
34,0.1015625,9,10.1630859375,340
35,0.109375,9,9.72791576385498,350
36,0.171875,9,9.787778854370117,360
37,0.15625,9,9.076332092285156,370
38,0.09375,9,10.171883583068848,380
39,0.109375,9,9.140033721923828,390
40,0.109375,9,9.204684257507324,400
41,0.109375,9,10.135176658630371,410
42,0.1171875,9,9.326494216918945,420
43,0.1484375,9,9.818285942077637,430
44,0.1328125,9,9.102839469909668,440
45,0.125,9,8.439780235290527,450
46,0.1484375,9,8.711206436157227,460
47,0.125,9,9.132556915283203,470
48,0.1484375,9,8.053154945373535,480
49,0.09375,9,10.47961711883545,490
50,0.1171875,9,9.670286178588867,500
51,0.1171875,9,9.807329177856445,510
52,0.109375,9,8.209867477416992,520
53,0.1171875,9,8.578314781188965,530
54,0.109375,9,9.128567695617676,540
55,0.109375,9,8.094986915588379,550
56,0.125,9,8.493624687194824,560
57,0.140625,9,7.767129898071289,570
58,0.125,9,8.785239219665527,580
59,0.125,9,9.237051963806152,590
60,0.1328125,9,7.428544998168945,600
61,0.078125,9,7.954443454742432,610
62,0.125,9,9.574393272399902,620
63,0.1484375,9,8.609302520751953,630
64,0.109375,9,8.175553321838379,640
65,0.15625,9,8.053426742553711,650
66,0.125,9,8.447308540344238,660
67,0.1328125,9,7.726805686950684,670
68,0.109375,9,6.824741840362549,680
69,0.140625,9,6.768040657043457,690
70,0.1328125,9,7.4497575759887695,700
71,0.109375,9,7.293904781341553,710
72,0.1171875,9,8.018388748168945,720
73,0.203125,9,6.786412715911865,730
74,0.171875,9,6.847451210021973,740
75,0.1328125,9,7.121644496917725,750
76,0.1015625,9,7.445225238800049,760
77,0.1171875,9,7.095207214355469,770
78,0.109375,9,6.902642250061035,780
79,0.1640625,9,6.706729888916016,790
80,0.1953125,9,6.591747283935547,800
81,0.1640625,9,7.295010566711426,810
82,0.1328125,9,6.616399765014648,820
83,0.1796875,9,6.751060962677002,830
84,0.1171875,9,7.743197441101074,840
85,0.1328125,9,7.133124828338623,850
86,0.09375,9,6.852965354919434,860
87,0.1796875,9,7.26833438873291,870
88,0.1328125,9,6.667387008666992,880
89,0.1171875,9,5.975091934204102,890
90,0.1796875,9,6.55683708190918,900
91,0.1640625,9,6.581550598144531,910
92,0.1953125,9,5.7347412109375,920
93,0.1484375,9,7.153422832489014,930
94,0.203125,9,6.159152984619141,940
95,0.171875,9,6.550772666931152,950
96,0.140625,9,6.736783027648926,960
97,0.125,9,6.6371355056762695,970
98,0.1953125,9,5.865158557891846,980
99,0.15625,9,6.0152482986450195,990
100,0.15625,9,5.782099723815918,1000
101,0.140625,9,6.031067848205566,1010
102,0.171875,9,5.722315311431885,1020
103,0.1484375,9,6.120751857757568,1030
104,0.15625,9,6.351432800292969,1040
105,0.15625,9,5.851487636566162,1050
106,0.1328125,9,5.52853536605835,1060
107,0.203125,9,5.409449577331543,1070
108,0.15625,9,5.530982494354248,1080
109,0.171875,9,5.348186492919922,1090
110,0.21875,9,5.3564558029174805,1100
111,0.1875,9,6.037613391876221,1110
112,0.171875,9,5.903843879699707,1120
