,accuracy,length,loss,step
0,0.013346354477107525,30,4.331724166870117,0
1,0.21412761509418488,30,3.220698356628418,5
2,0.21132813394069672,30,3.1353843212127686,10
3,0.22304688394069672,30,3.07297945022583,15
4,0.21406251192092896,30,3.0274975299835205,20
5,0.22695313394069672,30,2.9578731060028076,25
6,0.2522786557674408,30,2.8332695960998535,30
7,0.2769531309604645,30,2.7493338584899902,35
8,0.3060547113418579,30,2.6412465572357178,40
9,0.32044273614883423,30,2.5752930641174316,45
10,0.3366536498069763,30,2.4896199703216553,50
11,0.3466797173023224,30,2.4217231273651123,55
12,0.3593750298023224,30,2.3575446605682373,60
13,0.3564453423023224,30,2.33223557472229,65
14,0.36438804864883423,30,2.298449993133545,70
15,0.3710937798023224,30,2.277188777923584,75
16,0.3822265863418579,30,2.231900691986084,80
17,0.38756513595581055,30,2.201624870300293,85
18,0.40449219942092896,30,2.1770074367523193,90
19,0.4027343988418579,30,2.1633622646331787,95
20,0.4173828363418579,30,2.099368095397949,100
21,0.40781253576278687,30,2.119032859802246,105
22,0.4261718988418579,30,2.0689549446105957,110
23,0.4313802421092987,30,2.0484414100646973,115
24,0.43287762999534607,30,2.0408899784088135,120
25,0.44251304864883423,30,1.9971795082092285,125
26,0.4414713680744171,30,1.9929940700531006,130
27,0.44518232345581055,30,1.9901217222213745,135
28,0.4511719048023224,30,1.9719055891036987,140
29,0.46048179268836975,30,1.937175989151001,145
30,0.4606771171092987,30,1.917587161064148,150
31,0.4561198055744171,30,1.9318069219589233,155
32,0.46692711114883423,30,1.9095232486724854,160
33,0.4739583432674408,30,1.8939824104309082,165
34,0.4736979305744171,30,1.87482750415802,170
35,0.4736328423023224,30,1.8915817737579346,175
36,0.4824219048023224,30,1.8512243032455444,180
37,0.48027345538139343,30,1.8466293811798096,185
38,0.487760454416275,30,1.8116480112075806,190
39,0.48977866768836975,30,1.8242202997207642,195
40,0.4750000238418579,30,1.853175401687622,200
41,0.49589845538139343,30,1.7911347150802612,205
42,0.49329429864883423,30,1.7967067956924438,210
43,0.49589845538139343,30,1.784478783607483,215
44,0.49440106749534607,30,1.7875370979309082,220
45,0.4931640923023224,30,1.791319489479065,225
46,0.49147137999534607,30,1.7980045080184937,230
47,0.499479204416275,30,1.7604526281356812,235
48,0.5016276240348816,30,1.7693308591842651,240
49,0.501171886920929,30,1.7589306831359863,245
50,0.5146484375,30,1.716901421546936,250
51,0.5083984732627869,30,1.733967661857605,255
52,0.49726563692092896,30,1.7652709484100342,260
53,0.5143229365348816,30,1.7147085666656494,265
54,0.49720054864883423,30,1.7590739727020264,270
55,0.5125000476837158,30,1.7220450639724731,275
56,0.5130859613418579,30,1.7051936388015747,280
57,0.5072265863418579,30,1.7288928031921387,285
58,0.5138021111488342,30,1.7035588026046753,290
59,0.518750011920929,30,1.6799572706222534,295
60,0.5130208730697632,30,1.6953831911087036,2380
61,0.5188151597976685,30,1.6841639280319214,2385
62,0.5166667103767395,30,1.6924084424972534,2390
63,0.5182942748069763,30,1.685855507850647,2395
64,0.5165364742279053,30,1.6739115715026855,2400
65,0.5201823115348816,30,1.6611920595169067,2405
66,0.5205729603767395,30,1.6629620790481567,2410
67,0.5143880248069763,30,1.686818242073059,2415
68,0.5301432609558105,30,1.6308478116989136,2420
69,0.5188802480697632,30,1.6689848899841309,2425
70,0.5305339097976685,30,1.618539810180664,2430
71,0.521484375,30,1.6553325653076172,2435
72,0.5321614742279053,30,1.6351068019866943,2440
73,0.5261067748069763,30,1.638359546661377,2445
74,0.525390625,30,1.6491813659667969,2450
75,0.5268229246139526,30,1.6404601335525513,2455
76,0.5258463621139526,30,1.6267757415771484,2460
77,0.5345703363418579,30,1.6028908491134644,2465
78,0.5348307490348816,30,1.6120221614837646,2470
79,0.5242187976837158,30,1.6341760158538818,2475
80,0.5360677242279053,30,1.5924407243728638,2480
81,0.5247396230697632,30,1.624779224395752,2485
82,0.5347656607627869,30,1.593410611152649,2490
83,0.5343099236488342,30,1.585260272026062,2495
84,0.5337240099906921,30,1.5960981845855713,2500
85,0.5335937738418579,30,1.593259334564209,2505
86,0.5417969226837158,30,1.5698810815811157,2510
87,0.5288411974906921,30,1.6013507843017578,2515
88,0.5370442867279053,30,1.583245038986206,2520
89,0.5366536974906921,30,1.5997825860977173,2525
90,0.5367838740348816,30,1.5853252410888672,2530
91,0.5394531488418579,30,1.573914885520935,2535
92,0.5423177480697632,30,1.5834972858428955,2540
93,0.5454427599906921,30,1.570074439048767,2545
94,0.5436848998069763,30,1.5529475212097168,2550
