,accuracy,length,loss,epoch
0,0.0703125,11,15.939759254455566,0
1,0.078125,11,14.112469673156738,10
2,0.1015625,11,15.61171817779541,20
3,0.109375,11,13.729422569274902,30
4,0.1171875,11,13.912042617797852,40
5,0.0859375,11,14.013748168945312,50
6,0.078125,11,13.296257019042969,60
7,0.1015625,11,13.013614654541016,70
8,0.1171875,11,13.155915260314941,80
9,0.0703125,11,13.444988250732422,90
10,0.078125,11,12.73665714263916,100
11,0.0859375,11,12.75444221496582,110
12,0.0703125,11,12.907026290893555,120
13,0.078125,11,11.796982765197754,130
14,0.109375,11,12.6550931930542,140
15,0.125,11,12.796661376953125,150
16,0.1015625,11,12.544572830200195,160
17,0.1015625,11,11.394431114196777,170
18,0.0859375,11,12.063876152038574,180
19,0.1171875,11,11.909303665161133,190
20,0.0859375,11,11.713939666748047,200
21,0.078125,11,11.267775535583496,210
22,0.109375,11,12.661036491394043,220
23,0.0859375,11,11.52441692352295,230
24,0.1484375,11,12.142745971679688,240
25,0.109375,11,11.137031555175781,250
26,0.0859375,11,12.946718215942383,260
27,0.1171875,11,11.58503532409668,270
28,0.1328125,11,10.784042358398438,280
29,0.1328125,11,11.797720909118652,290
30,0.1171875,11,10.433576583862305,300
31,0.1015625,11,10.610729217529297,310
32,0.09375,11,11.483258247375488,320
33,0.109375,11,10.95487117767334,330
34,0.1015625,11,12.16662883758545,340
35,0.09375,11,11.888612747192383,350
36,0.09375,11,10.247209548950195,360
37,0.109375,11,11.752080917358398,370
38,0.1484375,11,10.075533866882324,380
39,0.1015625,11,10.8340482711792,390
40,0.109375,11,11.424260139465332,400
41,0.1171875,11,12.339125633239746,410
42,0.140625,11,10.25902271270752,420
43,0.078125,11,10.163960456848145,430
44,0.1796875,11,9.167244911193848,440
45,0.1171875,11,10.244140625,450
46,0.0703125,11,9.924165725708008,460
47,0.1015625,11,9.406750679016113,470
48,0.1171875,11,10.374763488769531,480
49,0.171875,11,8.773463249206543,490
50,0.09375,11,10.578420639038086,500
51,0.140625,11,10.291934967041016,510
52,0.078125,11,9.87938117980957,520
53,0.1328125,11,9.880343437194824,530
54,0.140625,11,9.680728912353516,540
55,0.1953125,11,9.114456176757812,550
56,0.1015625,11,9.70229721069336,560
57,0.1015625,11,9.078998565673828,570
58,0.09375,11,9.767330169677734,580
59,0.1171875,11,10.05150032043457,590
60,0.0703125,11,9.363836288452148,600
61,0.1171875,11,9.149208068847656,610
62,0.125,11,8.478240013122559,620
63,0.1328125,11,8.628117561340332,630
64,0.1640625,11,7.595729827880859,640
65,0.140625,11,8.50969123840332,650
66,0.109375,11,8.23066520690918,660
67,0.15625,11,8.309091567993164,670
68,0.09375,11,9.3904390335083,680
69,0.0703125,11,9.120128631591797,690
70,0.109375,11,9.94428539276123,700
71,0.109375,11,9.18367862701416,710
72,0.078125,11,9.529341697692871,720
73,0.1328125,11,8.789441108703613,730
74,0.125,11,8.58541202545166,740
75,0.1015625,11,8.833130836486816,750
76,0.1015625,11,8.793795585632324,760
77,0.1171875,11,8.125186920166016,770
78,0.078125,11,9.6962308883667,780
79,0.1796875,11,8.830652236938477,790
80,0.140625,11,8.13823127746582,800
81,0.15625,11,8.274715423583984,810
82,0.1484375,11,8.772388458251953,820
83,0.1484375,11,7.7837443351745605,830
84,0.0859375,11,8.683116912841797,840
85,0.0859375,11,8.886618614196777,850
86,0.125,11,7.734378337860107,860
87,0.125,11,7.606783390045166,870
88,0.1328125,11,8.58062744140625,880
89,0.1015625,11,8.330282211303711,890
90,0.15625,11,8.016382217407227,900
91,0.1171875,11,8.50993824005127,910
92,0.140625,11,7.581159591674805,920
93,0.1015625,11,8.140256881713867,930
94,0.109375,11,7.821281909942627,940
95,0.125,11,7.676462650299072,950
96,0.125,11,8.144874572753906,960
97,0.1875,11,7.615348815917969,970
98,0.171875,11,7.38075590133667,980
99,0.109375,11,7.766313552856445,990
100,0.109375,11,7.73289155960083,1000
101,0.1484375,11,7.914140224456787,1010
102,0.203125,11,6.478829383850098,1020
103,0.0859375,11,8.490991592407227,1030
104,0.109375,11,8.363582611083984,1040
105,0.1015625,11,7.9832634925842285,1050
106,0.1171875,11,7.438499927520752,1060
107,0.1640625,11,7.445269584655762,1070
108,0.09375,11,7.701231002807617,1080
109,0.171875,11,7.373713493347168,1090
110,0.2734375,11,6.48512077331543,1100
111,0.140625,11,7.309305191040039,1110
112,0.140625,11,7.535008907318115,1120
113,0.09375,11,7.576186656951904,1130
114,0.125,11,6.898466110229492,1140
115,0.1484375,11,7.842630386352539,1150
