,accuracy,length,loss,step
0,0.0,30,4.341697692871094,0
1,0.19218750298023224,30,3.8377370834350586,5
2,0.21302084624767303,30,3.1542599201202393,10
3,0.23645834624767303,30,3.0742619037628174,15
4,0.22812500596046448,30,3.142430305480957,20
5,0.21197918057441711,30,3.1388487815856934,25
6,0.23750001192092896,30,3.033073663711548,30
7,0.21666668355464935,30,3.108937978744507,35
8,0.23281250894069672,30,3.045938730239868,40
9,0.20781251788139343,30,3.0048537254333496,45
10,0.21562501788139343,30,2.9257991313934326,50
11,0.23333334922790527,30,2.8983676433563232,55
12,0.22604167461395264,30,2.839242458343506,60
13,0.2906250059604645,30,2.839266538619995,65
14,0.29895836114883423,30,2.7470037937164307,70
15,0.2942708432674408,30,2.687871217727661,75
16,0.2994791865348816,30,2.7127397060394287,80
17,0.31562501192092896,30,2.605201244354248,85
18,0.3385416865348816,30,2.5447442531585693,90
19,0.3218750059604645,30,2.554096221923828,95
20,0.34062501788139343,30,2.4910624027252197,100
21,0.32760417461395264,30,2.4642534255981445,105
22,0.3427083492279053,30,2.420090436935425,110
23,0.35104167461395264,30,2.402651071548462,115
24,0.37291669845581055,30,2.3305697441101074,120
25,0.3447916805744171,30,2.3795626163482666,125
26,0.3593750298023224,30,2.307433843612671,130
27,0.37135419249534607,30,2.3378536701202393,135
28,0.3682291805744171,30,2.306380271911621,140
29,0.3500000238418579,30,2.3667688369750977,145
30,0.36354169249534607,30,2.282484531402588,150
31,0.39895835518836975,30,2.215080499649048,155
32,0.3656250238418579,30,2.2724061012268066,160
33,0.39010417461395264,30,2.172410726547241,165
34,0.3973958492279053,30,2.194718360900879,170
35,0.38229167461395264,30,2.2524430751800537,175
36,0.40312501788139343,30,2.1814076900482178,180
37,0.39895835518836975,30,2.1973166465759277,185
38,0.40156251192092896,30,2.143939256668091,190
39,0.4322916865348816,30,2.0869057178497314,195
40,0.4333333671092987,30,2.10693621635437,200
41,0.42239585518836975,30,2.0932369232177734,205
42,0.41354167461395264,30,2.142876386642456,210
43,0.4229166805744171,30,2.0866544246673584,215
44,0.39895835518836975,30,2.196423292160034,220
45,0.41614586114883423,30,2.069547176361084,225
46,0.43385419249534607,30,2.0674943923950195,230
47,0.4140625298023224,30,2.0747110843658447,235
48,0.43020835518836975,30,2.0628626346588135,240
49,0.41458335518836975,30,2.077622175216675,245
50,0.45364585518836975,30,1.9697023630142212,250
51,0.4598958492279053,30,1.9558099508285522,255
52,0.4322916865348816,30,2.0706779956817627,260
53,0.4229166805744171,30,2.0478498935699463,265
54,0.4505208432674408,30,2.010368585586548,270
55,0.4531250298023224,30,1.965112566947937,275
56,0.42500001192092896,30,2.0442140102386475,280
57,0.46250003576278687,30,1.9262992143630981,285
58,0.4541666805744171,30,1.9555370807647705,290
59,0.4531250298023224,30,1.9201014041900635,295
60,0.46510419249534607,30,1.9669489860534668,300
61,0.47031253576278687,30,1.9138432741165161,305
62,0.46250003576278687,30,1.9179062843322754,310
63,0.44947919249534607,30,1.9656428098678589,315
64,0.46510419249534607,30,1.939739465713501,320
65,0.46250003576278687,30,1.8912441730499268,325
66,0.4687500298023224,30,1.8749425411224365,330
67,0.460416704416275,30,1.9119161367416382,335
68,0.46666669845581055,30,1.8751078844070435,340
69,0.47447919845581055,30,1.9151504039764404,345
70,0.4776041805744171,30,1.9032224416732788,350
71,0.4598958492279053,30,1.9422534704208374,355
72,0.46927085518836975,30,1.8905918598175049,360
73,0.48125001788139343,30,1.8632994890213013,365
74,0.4776041805744171,30,1.8532155752182007,370
75,0.491666704416275,30,1.8434020280838013,375
76,0.49687501788139343,30,1.7907055616378784,380
77,0.48593753576278687,30,1.8440260887145996,385
78,0.4958333671092987,30,1.8314921855926514,390
79,0.5020833611488342,30,1.7633540630340576,395
80,0.491666704416275,30,1.8531982898712158,400
81,0.476041704416275,30,1.8405085802078247,405
82,0.4843750298023224,30,1.8235713243484497,410
83,0.5072916746139526,30,1.7827638387680054,415
84,0.4828125238418579,30,1.8291072845458984,420
85,0.4895833730697632,30,1.8115019798278809,425
86,0.48854169249534607,30,1.8227461576461792,430
87,0.534375011920929,30,1.6696667671203613,435
88,0.5036458373069763,30,1.8129469156265259,440
89,0.5192708373069763,30,1.735911250114441,445
90,0.4911458492279053,30,1.7968811988830566,450
91,0.4911458492279053,30,1.754838466644287,455
92,0.5026041865348816,30,1.7831228971481323,460
93,0.49635419249534607,30,1.7639541625976562,465
94,0.5223958492279053,30,1.7187774181365967,470
95,0.5098958611488342,30,1.7483869791030884,475
96,0.4973958730697632,30,1.791154146194458,480
97,0.49635419249534607,30,1.7713286876678467,485
98,0.510937511920929,30,1.7294367551803589,490
99,0.49635419249534607,30,1.8212876319885254,495
100,0.5005208849906921,30,1.736106038093567,500
101,0.5041667222976685,30,1.751641869544983,505
102,0.5114583373069763,30,1.7614903450012207,510
103,0.5244792103767395,30,1.667624592781067,515
104,0.4895833730697632,30,1.7656402587890625,520
105,0.4973958730697632,30,1.7616058588027954,525
106,0.5057291984558105,30,1.7437721490859985,530
107,0.5348958373069763,30,1.6863269805908203,535
108,0.499479204416275,30,1.764712929725647,540
109,0.5125000476837158,30,1.7378921508789062,545
110,0.5020833611488342,30,1.7388890981674194,550
111,0.5229166746139526,30,1.6868383884429932,555
112,0.515625,30,1.675308108329773,560
113,0.5354167222976685,30,1.6913912296295166,565
114,0.546875,30,1.607885718345642,570
115,0.49635419249534607,30,1.7281546592712402,575
116,0.5333333611488342,30,1.687077283859253,580
117,0.5427083373069763,30,1.6373496055603027,585
118,0.5234375,30,1.6755518913269043,590
119,0.5078125,30,1.6957895755767822,595
120,0.5291666984558105,30,1.6324489116668701,600
121,0.5218750238418579,30,1.6484030485153198,605
122,0.5239583849906921,30,1.6926147937774658,610
123,0.5317708849906921,30,1.6651923656463623,615
124,0.5307291746139526,30,1.6443806886672974,620
125,0.5411458611488342,30,1.6476227045059204,625
126,0.5223958492279053,30,1.6737579107284546,630
127,0.515625,30,1.6590728759765625,635
128,0.5218750238418579,30,1.687374234199524,640
129,0.5463541746139526,30,1.5940184593200684,645
130,0.5239583849906921,30,1.679508924484253,650
131,0.5296875238418579,30,1.6784650087356567,655
132,0.5182291865348816,30,1.6989232301712036,660
133,0.5651041865348816,30,1.5767440795898438,665
134,0.5354167222976685,30,1.6321957111358643,670
135,0.5536458492279053,30,1.5641340017318726,675
136,0.5447916984558105,30,1.6326109170913696,680
137,0.5078125,30,1.7440009117126465,685
138,0.5364583730697632,30,1.6529431343078613,690
139,0.546875,30,1.6301854848861694,695
140,0.5270833373069763,30,1.6197073459625244,700
141,0.5489583611488342,30,1.6069680452346802,705
142,0.5130208730697632,30,1.68354070186615,710
143,0.5557292103767395,30,1.5658568143844604,715
144,0.5307291746139526,30,1.6301473379135132,720
145,0.5255208611488342,30,1.6672431230545044,725
146,0.5395833849906921,30,1.6337677240371704,730
147,0.542187511920929,30,1.6029824018478394,735
148,0.5463541746139526,30,1.5873750448226929,740
149,0.5380208492279053,30,1.6091549396514893,745
150,0.5442708730697632,30,1.5829426050186157,750
151,0.5557292103767395,30,1.622713327407837,755
152,0.5354167222976685,30,1.649121880531311,760
153,0.534375011920929,30,1.6336852312088013,765
154,0.5281250476837158,30,1.625510334968567,770
155,0.5713542103767395,30,1.509661316871643,775
156,0.5583333373069763,30,1.5576343536376953,780
157,0.5557292103767395,30,1.5392087697982788,785
158,0.5395833849906921,30,1.5925394296646118,790
159,0.5437500476837158,30,1.6037129163742065,795
160,0.5411458611488342,30,1.5841803550720215,800
161,0.53125,30,1.583567500114441,805
162,0.5531250238418579,30,1.5354456901550293,810
163,0.5572916865348816,30,1.5018787384033203,815
164,0.5567708611488342,30,1.5581742525100708,820
165,0.5369791984558105,30,1.5926601886749268,825
166,0.5380208492279053,30,1.542518138885498,830
167,0.5270833373069763,30,1.6542911529541016,835
168,0.5390625,30,1.617423176765442,840
169,0.5427083373069763,30,1.6022794246673584,845
170,0.5520833730697632,30,1.5525044202804565,850
171,0.5411458611488342,30,1.5509474277496338,855
172,0.5348958373069763,30,1.6350942850112915,860
173,0.5630208849906921,30,1.539283037185669,865
174,0.5531250238418579,30,1.5514601469039917,870
175,0.5625,30,1.4843175411224365,875
176,0.5453125238418579,30,1.4949619770050049,880
177,0.5369791984558105,30,1.5825481414794922,885
178,0.5494791865348816,30,1.5797483921051025,890
179,0.5307291746139526,30,1.5912905931472778,895
180,0.5494791865348816,30,1.5436981916427612,900
181,0.5921875238418579,30,1.4253002405166626,905
182,0.5755208730697632,30,1.4796651601791382,910
183,0.5453125238418579,30,1.5629512071609497,915
184,0.557812511920929,30,1.5471627712249756,920
185,0.5625,30,1.4953206777572632,925
186,0.5270833373069763,30,1.5892091989517212,930
187,0.5364583730697632,30,1.6141788959503174,935
188,0.5588542222976685,30,1.5203003883361816,940
189,0.565625011920929,30,1.5334831476211548,945
190,0.5562500357627869,30,1.5690760612487793,950
191,0.5520833730697632,30,1.5530530214309692,955
192,0.5770833492279053,30,1.5098413228988647,960
193,0.5755208730697632,30,1.477509617805481,965
194,0.5546875,30,1.5477774143218994,970
195,0.5447916984558105,30,1.584857702255249,975
196,0.565625011920929,30,1.5352140665054321,980
197,0.5609375238418579,30,1.5350604057312012,985
198,0.5411458611488342,30,1.5549768209457397,990
199,0.5609375238418579,30,1.4970539808273315,995
200,0.5520833730697632,30,1.5554152727127075,1000
201,0.5692708492279053,30,1.5313640832901,1005
202,0.5494791865348816,30,1.5275994539260864,1010
203,0.5416666865348816,30,1.545498251914978,1015
204,0.5598958730697632,30,1.5057374238967896,1020
205,0.5364583730697632,30,1.5802249908447266,1025
206,0.5640625357627869,30,1.5193321704864502,1030
207,0.5588542222976685,30,1.497839093208313,1035
208,0.5744792222976685,30,1.4763660430908203,1040
209,0.5385416746139526,30,1.6138826608657837,1045
210,0.5614583492279053,30,1.5020710229873657,1050
211,0.5682291984558105,30,1.5016920566558838,1055
212,0.5687500238418579,30,1.4439215660095215,1060
213,0.557812511920929,30,1.523236632347107,1065
214,0.5510417222976685,30,1.5346556901931763,1070
215,0.5723958611488342,30,1.4812108278274536,1075
216,0.5828125476837158,30,1.4461376667022705,1080
217,0.5510417222976685,30,1.51915442943573,1085
218,0.5661458373069763,30,1.4906327724456787,1090
219,0.5593750476837158,30,1.5102012157440186,1095
220,0.5385416746139526,30,1.5678389072418213,1100
221,0.5552083849906921,30,1.5314041376113892,1105
222,0.5354167222976685,30,1.562899112701416,1110
223,0.5505208373069763,30,1.5488131046295166,1115
224,0.5822917222976685,30,1.459122896194458,1120
225,0.5750000476837158,30,1.5046217441558838,1125
226,0.5630208849906921,30,1.4843227863311768,1130
227,0.5557292103767395,30,1.5452439785003662,1135
228,0.589062511920929,30,1.4325613975524902,1140
229,0.5416666865348816,30,1.5635299682617188,1145
230,0.5723958611488342,30,1.4858349561691284,1150
231,0.5786458849906921,30,1.455129861831665,1155
232,0.5723958611488342,30,1.4828228950500488,1160
233,0.5703125,30,1.48930823802948,1165
234,0.5781250596046448,30,1.4952247142791748,1170
235,0.5885416865348816,30,1.4373866319656372,1175
236,0.557812511920929,30,1.4682590961456299,1180
237,0.5697916746139526,30,1.4614930152893066,1185
238,0.5635417103767395,30,1.4758695363998413,1190
239,0.6067708730697632,30,1.384875774383545,1195
240,0.5677083730697632,30,1.4455130100250244,1200
241,0.5729166865348816,30,1.4678866863250732,1205
242,0.5916666984558105,30,1.4261749982833862,1210
243,0.5744792222976685,30,1.4640941619873047,1215
244,0.5807291865348816,30,1.420667052268982,1220
245,0.5718750357627869,30,1.4976780414581299,1225
246,0.581250011920929,30,1.4524418115615845,1230
247,0.5609375238418579,30,1.523159146308899,1235
248,0.5838541984558105,30,1.4032762050628662,1240
249,0.5677083730697632,30,1.450260043144226,1245
250,0.5750000476837158,30,1.4396884441375732,1250
251,0.5937500596046448,30,1.3958125114440918,1255
252,0.5593750476837158,30,1.5209249258041382,1260
253,0.5875000357627869,30,1.4209134578704834,1265
254,0.5718750357627869,30,1.4445661306381226,1270
255,0.5651041865348816,30,1.4612979888916016,1275
256,0.5802083611488342,30,1.417702555656433,1280
257,0.5875000357627869,30,1.422690749168396,1285
258,0.5723958611488342,30,1.4409302473068237,1290
259,0.6000000238418579,30,1.3913780450820923,1295
260,0.5895833373069763,30,1.406229853630066,1300
261,0.5859375596046448,30,1.4072779417037964,1305
262,0.5677083730697632,30,1.4723842144012451,1310
263,0.557812511920929,30,1.4822382926940918,1315
264,0.5770833492279053,30,1.4500032663345337,1320
265,0.5781250596046448,30,1.4490703344345093,1325
266,0.5864583849906921,30,1.4233447313308716,1330
267,0.5864583849906921,30,1.3730220794677734,1335
268,0.5671875476837158,30,1.4352384805679321,1340
269,0.5932291746139526,30,1.4140130281448364,1345
270,0.5906250476837158,30,1.4207444190979004,1350
271,0.5958333611488342,30,1.3709348440170288,1355
272,0.5927083492279053,30,1.4087117910385132,1360
273,0.581250011920929,30,1.4249316453933716,1365
274,0.5640625357627869,30,1.4476286172866821,1370
275,0.5859375596046448,30,1.4232406616210938,1375
276,0.5921875238418579,30,1.3652960062026978,1380
277,0.5864583849906921,30,1.3900260925292969,1385
278,0.5692708492279053,30,1.4497352838516235,1390
279,0.5635417103767395,30,1.4861449003219604,1395
280,0.5776041746139526,30,1.480987310409546,1400
281,0.5744792222976685,30,1.3905510902404785,1405
282,0.5885416865348816,30,1.3862510919570923,1410
